,parents,has_nurs,form,children,housing,finance,social,health
2238,usual,improper,3,2,less_conv,convenient,problematic,1
2239,usual,improper,3,2,less_conv,convenient,problematic,2
2240,usual,improper,3,2,less_conv,convenient,problematic,3
2241,usual,improper,3,2,less_conv,inconv,nonprob,1
2242,usual,improper,3,2,less_conv,inconv,nonprob,2
2243,usual,improper,3,2,less_conv,inconv,nonprob,3
2244,usual,improper,3,2,less_conv,inconv,slightly_prob,1
2245,usual,improper,3,2,less_conv,inconv,slightly_prob,2
2246,usual,improper,3,2,less_conv,inconv,slightly_prob,3
2247,usual,improper,3,2,less_conv,inconv,problematic,1
2248,usual,improper,3,2,less_conv,inconv,problematic,2
2249,usual,improper,3,2,less_conv,inconv,problematic,3
2250,usual,improper,3,2,critical,convenient,nonprob,1
2251,usual,improper,3,2,critical,convenient,nonprob,2
2252,usual,improper,3,2,critical,convenient,nonprob,3
2253,usual,improper,3,2,critical,convenient,slightly_prob,1
2254,usual,improper,3,2,critical,convenient,slightly_prob,2
2255,usual,improper,3,2,critical,convenient,slightly_prob,3
2256,usual,improper,3,2,critical,convenient,problematic,1
2257,usual,improper,3,2,critical,convenient,problematic,2
2258,usual,improper,3,2,critical,convenient,problematic,3
2259,usual,improper,3,2,critical,inconv,nonprob,1
2260,usual,improper,3,2,critical,inconv,nonprob,2
2261,usual,improper,3,2,critical,inconv,nonprob,3
2262,usual,improper,3,2,critical,inconv,slightly_prob,1
2263,usual,improper,3,2,critical,inconv,slightly_prob,2
2264,usual,improper,3,2,critical,inconv,slightly_prob,3
2265,usual,improper,3,2,critical,inconv,problematic,1
2266,usual,improper,3,2,critical,inconv,problematic,2
2267,usual,improper,3,2,critical,inconv,problematic,3
2268,usual,improper,3,3,convenient,convenient,nonprob,1
2269,usual,improper,3,3,convenient,convenient,nonprob,2
2270,usual,improper,3,3,convenient,convenient,nonprob,3
2271,usual,improper,3,3,convenient,convenient,slightly_prob,1
2272,usual,improper,3,3,convenient,convenient,slightly_prob,2
2273,usual,improper,3,3,convenient,convenient,slightly_prob,3
2274,usual,improper,3,3,convenient,convenient,problematic,1
2275,usual,improper,3,3,convenient,convenient,problematic,2
2276,usual,improper,3,3,convenient,convenient,problematic,3
2277,usual,improper,3,3,convenient,inconv,nonprob,1
2278,usual,improper,3,3,convenient,inconv,nonprob,2
2279,usual,improper,3,3,convenient,inconv,nonprob,3
2280,usual,improper,3,3,convenient,inconv,slightly_prob,1
2281,usual,improper,3,3,convenient,inconv,slightly_prob,2
2282,usual,improper,3,3,convenient,inconv,slightly_prob,3
2283,usual,improper,3,3,convenient,inconv,problematic,1
2284,usual,improper,3,3,convenient,inconv,problematic,2
2285,usual,improper,3,3,convenient,inconv,problematic,3
2286,usual,improper,3,3,less_conv,convenient,nonprob,1
2287,usual,improper,3,3,less_conv,convenient,nonprob,2
2288,usual,improper,3,3,less_conv,convenient,nonprob,3
2289,usual,improper,3,3,less_conv,convenient,slightly_prob,1
2290,usual,improper,3,3,less_conv,convenient,slightly_prob,2
2291,usual,improper,3,3,less_conv,convenient,slightly_prob,3
2292,usual,improper,3,3,less_conv,convenient,problematic,1
2293,usual,improper,3,3,less_conv,convenient,problematic,2
2294,usual,improper,3,3,less_conv,convenient,problematic,3
2295,usual,improper,3,3,less_conv,inconv,nonprob,1
2296,usual,improper,3,3,less_conv,inconv,nonprob,2
2297,usual,improper,3,3,less_conv,inconv,nonprob,3
2298,usual,improper,3,3,less_conv,inconv,slightly_prob,1
2299,usual,improper,3,3,less_conv,inconv,slightly_prob,2
2300,usual,improper,3,3,less_conv,inconv,slightly_prob,3
2301,usual,improper,3,3,less_conv,inconv,problematic,1
2302,usual,improper,3,3,less_conv,inconv,problematic,2
2303,usual,improper,3,3,less_conv,inconv,problematic,3
2304,usual,improper,3,3,critical,convenient,nonprob,1
2305,usual,improper,3,3,critical,convenient,nonprob,2
2306,usual,improper,3,3,critical,convenient,nonprob,3
2307,usual,improper,3,3,critical,convenient,slightly_prob,1
2308,usual,improper,3,3,critical,convenient,slightly_prob,2
2309,usual,improper,3,3,critical,convenient,slightly_prob,3
2310,usual,improper,3,3,critical,convenient,problematic,1
2311,usual,improper,3,3,critical,convenient,problematic,2
2312,usual,improper,3,3,critical,convenient,problematic,3
2313,usual,improper,3,3,critical,inconv,nonprob,1
2314,usual,improper,3,3,critical,inconv,nonprob,2
2315,usual,improper,3,3,critical,inconv,nonprob,3
2316,usual,improper,3,3,critical,inconv,slightly_prob,1
2317,usual,improper,3,3,critical,inconv,slightly_prob,2
2318,usual,improper,3,3,critical,inconv,slightly_prob,3
2319,usual,improper,3,3,critical,inconv,problematic,1
2320,usual,improper,3,3,critical,inconv,problematic,2
2321,usual,improper,3,3,critical,inconv,problematic,3
2322,usual,improper,3,4,convenient,convenient,nonprob,1
2323,usual,improper,3,4,convenient,convenient,nonprob,2
2324,usual,improper,3,4,convenient,convenient,nonprob,3
2325,usual,improper,3,4,convenient,convenient,slightly_prob,1
2326,usual,improper,3,4,convenient,convenient,slightly_prob,2
2327,usual,improper,3,4,convenient,convenient,slightly_prob,3
2328,usual,improper,3,4,convenient,convenient,problematic,1
2329,usual,improper,3,4,convenient,convenient,problematic,2
2330,usual,improper,3,4,convenient,convenient,problematic,3
2331,usual,improper,3,4,convenient,inconv,nonprob,1
2332,usual,improper,3,4,convenient,inconv,nonprob,2
2333,usual,improper,3,4,convenient,inconv,nonprob,3
2334,usual,improper,3,4,convenient,inconv,slightly_prob,1
2335,usual,improper,3,4,convenient,inconv,slightly_prob,2
2336,usual,improper,3,4,convenient,inconv,slightly_prob,3
2337,usual,improper,3,4,convenient,inconv,problematic,1
2338,usual,improper,3,4,convenient,inconv,problematic,2
2339,usual,improper,3,4,convenient,inconv,problematic,3
2340,usual,improper,3,4,less_conv,convenient,nonprob,1
2341,usual,improper,3,4,less_conv,convenient,nonprob,2
2342,usual,improper,3,4,less_conv,convenient,nonprob,3
2343,usual,improper,3,4,less_conv,convenient,slightly_prob,1
2344,usual,improper,3,4,less_conv,convenient,slightly_prob,2
2345,usual,improper,3,4,less_conv,convenient,slightly_prob,3
2346,usual,improper,3,4,less_conv,convenient,problematic,1
2347,usual,improper,3,4,less_conv,convenient,problematic,2
2348,usual,improper,3,4,less_conv,convenient,problematic,3
2349,usual,improper,3,4,less_conv,inconv,nonprob,1
2350,usual,improper,3,4,less_conv,inconv,nonprob,2
2351,usual,improper,3,4,less_conv,inconv,nonprob,3
2352,usual,improper,3,4,less_conv,inconv,slightly_prob,1
2353,usual,improper,3,4,less_conv,inconv,slightly_prob,2
2354,usual,improper,3,4,less_conv,inconv,slightly_prob,3
2355,usual,improper,3,4,less_conv,inconv,problematic,1
2356,usual,improper,3,4,less_conv,inconv,problematic,2
2357,usual,improper,3,4,less_conv,inconv,problematic,3
2358,usual,improper,3,4,critical,convenient,nonprob,1
2359,usual,improper,3,4,critical,convenient,nonprob,2
2360,usual,improper,3,4,critical,convenient,nonprob,3
2361,usual,improper,3,4,critical,convenient,slightly_prob,1
2362,usual,improper,3,4,critical,convenient,slightly_prob,2
2363,usual,improper,3,4,critical,convenient,slightly_prob,3
2364,usual,improper,3,4,critical,convenient,problematic,1
2365,usual,improper,3,4,critical,convenient,problematic,2
2366,usual,improper,3,4,critical,convenient,problematic,3
2367,usual,improper,3,4,critical,inconv,nonprob,1
2368,usual,improper,3,4,critical,inconv,nonprob,2
2369,usual,improper,3,4,critical,inconv,nonprob,3
2370,usual,improper,3,4,critical,inconv,slightly_prob,1
2371,usual,improper,3,4,critical,inconv,slightly_prob,2
2372,usual,improper,3,4,critical,inconv,slightly_prob,3
2373,usual,improper,3,4,critical,inconv,problematic,1
2374,usual,improper,3,4,critical,inconv,problematic,2
2375,usual,improper,3,4,critical,inconv,problematic,3
2376,usual,improper,4,1,convenient,convenient,nonprob,1
2377,usual,improper,4,1,convenient,convenient,nonprob,2
2378,usual,improper,4,1,convenient,convenient,nonprob,3
2379,usual,improper,4,1,convenient,convenient,slightly_prob,1
2380,usual,improper,4,1,convenient,convenient,slightly_prob,2
2381,usual,improper,4,1,convenient,convenient,slightly_prob,3
2382,usual,improper,4,1,convenient,convenient,problematic,1
2383,usual,improper,4,1,convenient,convenient,problematic,2
2384,usual,improper,4,1,convenient,convenient,problematic,3
2385,usual,improper,4,1,convenient,inconv,nonprob,1
2386,usual,improper,4,1,convenient,inconv,nonprob,2
2387,usual,improper,4,1,convenient,inconv,nonprob,3
2388,usual,improper,4,1,convenient,inconv,slightly_prob,1
2389,usual,improper,4,1,convenient,inconv,slightly_prob,2
2390,usual,improper,4,1,convenient,inconv,slightly_prob,3
2391,usual,improper,4,1,convenient,inconv,problematic,1
2392,usual,improper,4,1,convenient,inconv,problematic,2
2393,usual,improper,4,1,convenient,inconv,problematic,3
2394,usual,improper,4,1,less_conv,convenient,nonprob,1
2395,usual,improper,4,1,less_conv,convenient,nonprob,2
2396,usual,improper,4,1,less_conv,convenient,nonprob,3
2397,usual,improper,4,1,less_conv,convenient,slightly_prob,1
2398,usual,improper,4,1,less_conv,convenient,slightly_prob,2
2399,usual,improper,4,1,less_conv,convenient,slightly_prob,3
2400,usual,improper,4,1,less_conv,convenient,problematic,1
2401,usual,improper,4,1,less_conv,convenient,problematic,2
2402,usual,improper,4,1,less_conv,convenient,problematic,3
2403,usual,improper,4,1,less_conv,inconv,nonprob,1
2404,usual,improper,4,1,less_conv,inconv,nonprob,2
2405,usual,improper,4,1,less_conv,inconv,nonprob,3
2406,usual,improper,4,1,less_conv,inconv,slightly_prob,1
2407,usual,improper,4,1,less_conv,inconv,slightly_prob,2
2408,usual,improper,4,1,less_conv,inconv,slightly_prob,3
2409,usual,improper,4,1,less_conv,inconv,problematic,1
2410,usual,improper,4,1,less_conv,inconv,problematic,2
2411,usual,improper,4,1,less_conv,inconv,problematic,3
2412,usual,improper,4,1,critical,convenient,nonprob,1
2413,usual,improper,4,1,critical,convenient,nonprob,2
2414,usual,improper,4,1,critical,convenient,nonprob,3
2415,usual,improper,4,1,critical,convenient,slightly_prob,1
2416,usual,improper,4,1,critical,convenient,slightly_prob,2
2417,usual,improper,4,1,critical,convenient,slightly_prob,3
2418,usual,improper,4,1,critical,convenient,problematic,1
2419,usual,improper,4,1,critical,convenient,problematic,2
2420,usual,improper,4,1,critical,convenient,problematic,3
2421,usual,improper,4,1,critical,inconv,nonprob,1
2422,usual,improper,4,1,critical,inconv,nonprob,2
2423,usual,improper,4,1,critical,inconv,nonprob,3
2424,usual,improper,4,1,critical,inconv,slightly_prob,1
2425,usual,improper,4,1,critical,inconv,slightly_prob,2
2426,usual,improper,4,1,critical,inconv,slightly_prob,3
2427,usual,improper,4,1,critical,inconv,problematic,1
2428,usual,improper,4,1,critical,inconv,problematic,2
2429,usual,improper,4,1,critical,inconv,problematic,3
2430,usual,improper,4,2,convenient,convenient,nonprob,1
2431,usual,improper,4,2,convenient,convenient,nonprob,2
2432,usual,improper,4,2,convenient,convenient,nonprob,3
2433,usual,improper,4,2,convenient,convenient,slightly_prob,1
2434,usual,improper,4,2,convenient,convenient,slightly_prob,2
2435,usual,improper,4,2,convenient,convenient,slightly_prob,3
2436,usual,improper,4,2,convenient,convenient,problematic,1
2437,usual,improper,4,2,convenient,convenient,problematic,2
2438,usual,improper,4,2,convenient,convenient,problematic,3
2439,usual,improper,4,2,convenient,inconv,nonprob,1
2440,usual,improper,4,2,convenient,inconv,nonprob,2
2441,usual,improper,4,2,convenient,inconv,nonprob,3
2442,usual,improper,4,2,convenient,inconv,slightly_prob,1
2443,usual,improper,4,2,convenient,inconv,slightly_prob,2
2444,usual,improper,4,2,convenient,inconv,slightly_prob,3
2445,usual,improper,4,2,convenient,inconv,problematic,1
2446,usual,improper,4,2,convenient,inconv,problematic,2
2447,usual,improper,4,2,convenient,inconv,problematic,3
2448,usual,improper,4,2,less_conv,convenient,nonprob,1
2449,usual,improper,4,2,less_conv,convenient,nonprob,2
2450,usual,improper,4,2,less_conv,convenient,nonprob,3
2451,usual,improper,4,2,less_conv,convenient,slightly_prob,1
2452,usual,improper,4,2,less_conv,convenient,slightly_prob,2
2453,usual,improper,4,2,less_conv,convenient,slightly_prob,3
2454,usual,improper,4,2,less_conv,convenient,problematic,1
2455,usual,improper,4,2,less_conv,convenient,problematic,2
2456,usual,improper,4,2,less_conv,convenient,problematic,3
2457,usual,improper,4,2,less_conv,inconv,nonprob,1
2458,usual,improper,4,2,less_conv,inconv,nonprob,2
2459,usual,improper,4,2,less_conv,inconv,nonprob,3
2460,usual,improper,4,2,less_conv,inconv,slightly_prob,1
2461,usual,improper,4,2,less_conv,inconv,slightly_prob,2
2462,usual,improper,4,2,less_conv,inconv,slightly_prob,3
2463,usual,improper,4,2,less_conv,inconv,problematic,1
2464,usual,improper,4,2,less_conv,inconv,problematic,2
2465,usual,improper,4,2,less_conv,inconv,problematic,3
2466,usual,improper,4,2,critical,convenient,nonprob,1
2467,usual,improper,4,2,critical,convenient,nonprob,2
2468,usual,improper,4,2,critical,convenient,nonprob,3
2469,usual,improper,4,2,critical,convenient,slightly_prob,1
2470,usual,improper,4,2,critical,convenient,slightly_prob,2
2471,usual,improper,4,2,critical,convenient,slightly_prob,3
2472,usual,improper,4,2,critical,convenient,problematic,1
2473,usual,improper,4,2,critical,convenient,problematic,2
2474,usual,improper,4,2,critical,convenient,problematic,3
2475,usual,improper,4,2,critical,inconv,nonprob,1
2476,usual,improper,4,2,critical,inconv,nonprob,2
2477,usual,improper,4,2,critical,inconv,nonprob,3
2478,usual,improper,4,2,critical,inconv,slightly_prob,1
2479,usual,improper,4,2,critical,inconv,slightly_prob,2
2480,usual,improper,4,2,critical,inconv,slightly_prob,3
2481,usual,improper,4,2,critical,inconv,problematic,1
2482,usual,improper,4,2,critical,inconv,problematic,2
2483,usual,improper,4,2,critical,inconv,problematic,3
2484,usual,improper,4,3,convenient,convenient,nonprob,1
2485,usual,improper,4,3,convenient,convenient,nonprob,2
2486,usual,improper,4,3,convenient,convenient,nonprob,3
2487,usual,improper,4,3,convenient,convenient,slightly_prob,1
2488,usual,improper,4,3,convenient,convenient,slightly_prob,2
2489,usual,improper,4,3,convenient,convenient,slightly_prob,3
2490,usual,improper,4,3,convenient,convenient,problematic,1
2491,usual,improper,4,3,convenient,convenient,problematic,2
2492,usual,improper,4,3,convenient,convenient,problematic,3
2493,usual,improper,4,3,convenient,inconv,nonprob,1
2494,usual,improper,4,3,convenient,inconv,nonprob,2
2495,usual,improper,4,3,convenient,inconv,nonprob,3
2496,usual,improper,4,3,convenient,inconv,slightly_prob,1
2497,usual,improper,4,3,convenient,inconv,slightly_prob,2
2498,usual,improper,4,3,convenient,inconv,slightly_prob,3
2499,usual,improper,4,3,convenient,inconv,problematic,1
2500,usual,improper,4,3,convenient,inconv,problematic,2
2501,usual,improper,4,3,convenient,inconv,problematic,3
2502,usual,improper,4,3,less_conv,convenient,nonprob,1
2503,usual,improper,4,3,less_conv,convenient,nonprob,2
2504,usual,improper,4,3,less_conv,convenient,nonprob,3
2505,usual,improper,4,3,less_conv,convenient,slightly_prob,1
2506,usual,improper,4,3,less_conv,convenient,slightly_prob,2
2507,usual,improper,4,3,less_conv,convenient,slightly_prob,3
2508,usual,improper,4,3,less_conv,convenient,problematic,1
2509,usual,improper,4,3,less_conv,convenient,problematic,2
2510,usual,improper,4,3,less_conv,convenient,problematic,3
2511,usual,improper,4,3,less_conv,inconv,nonprob,1
2512,usual,improper,4,3,less_conv,inconv,nonprob,2
2513,usual,improper,4,3,less_conv,inconv,nonprob,3
2514,usual,improper,4,3,less_conv,inconv,slightly_prob,1
2515,usual,improper,4,3,less_conv,inconv,slightly_prob,2
2516,usual,improper,4,3,less_conv,inconv,slightly_prob,3
2517,usual,improper,4,3,less_conv,inconv,problematic,1
2518,usual,improper,4,3,less_conv,inconv,problematic,2
2519,usual,improper,4,3,less_conv,inconv,problematic,3
2520,usual,improper,4,3,critical,convenient,nonprob,1
2521,usual,improper,4,3,critical,convenient,nonprob,2
2522,usual,improper,4,3,critical,convenient,nonprob,3
2523,usual,improper,4,3,critical,convenient,slightly_prob,1
2524,usual,improper,4,3,critical,convenient,slightly_prob,2
2525,usual,improper,4,3,critical,convenient,slightly_prob,3
2526,usual,improper,4,3,critical,convenient,problematic,1
2527,usual,improper,4,3,critical,convenient,problematic,2
2528,usual,improper,4,3,critical,convenient,problematic,3
2529,usual,improper,4,3,critical,inconv,nonprob,1
2530,usual,improper,4,3,critical,inconv,nonprob,2
2531,usual,improper,4,3,critical,inconv,nonprob,3
2532,usual,improper,4,3,critical,inconv,slightly_prob,1
2533,usual,improper,4,3,critical,inconv,slightly_prob,2
2534,usual,improper,4,3,critical,inconv,slightly_prob,3
2535,usual,improper,4,3,critical,inconv,problematic,1
2536,usual,improper,4,3,critical,inconv,problematic,2
2537,usual,improper,4,3,critical,inconv,problematic,3
2538,usual,improper,4,4,convenient,convenient,nonprob,1
2539,usual,improper,4,4,convenient,convenient,nonprob,2
2540,usual,improper,4,4,convenient,convenient,nonprob,3
2541,usual,improper,4,4,convenient,convenient,slightly_prob,1
2542,usual,improper,4,4,convenient,convenient,slightly_prob,2
2543,usual,improper,4,4,convenient,convenient,slightly_prob,3
2544,usual,improper,4,4,convenient,convenient,problematic,1
2545,usual,improper,4,4,convenient,convenient,problematic,2
2546,usual,improper,4,4,convenient,convenient,problematic,3
2547,usual,improper,4,4,convenient,inconv,nonprob,1
2548,usual,improper,4,4,convenient,inconv,nonprob,2
2549,usual,improper,4,4,convenient,inconv,nonprob,3
2550,usual,improper,4,4,convenient,inconv,slightly_prob,1
2551,usual,improper,4,4,convenient,inconv,slightly_prob,2
2552,usual,improper,4,4,convenient,inconv,slightly_prob,3
2553,usual,improper,4,4,convenient,inconv,problematic,1
2554,usual,improper,4,4,convenient,inconv,problematic,2
2555,usual,improper,4,4,convenient,inconv,problematic,3
2556,usual,improper,4,4,less_conv,convenient,nonprob,1
2557,usual,improper,4,4,less_conv,convenient,nonprob,2
2558,usual,improper,4,4,less_conv,convenient,nonprob,3
2559,usual,improper,4,4,less_conv,convenient,slightly_prob,1
2560,usual,improper,4,4,less_conv,convenient,slightly_prob,2
2561,usual,improper,4,4,less_conv,convenient,slightly_prob,3
2562,usual,improper,4,4,less_conv,convenient,problematic,1
2563,usual,improper,4,4,less_conv,convenient,problematic,2
2564,usual,improper,4,4,less_conv,convenient,problematic,3
2565,usual,improper,4,4,less_conv,inconv,nonprob,1
2566,usual,improper,4,4,less_conv,inconv,nonprob,2
2567,usual,improper,4,4,less_conv,inconv,nonprob,3
2568,usual,improper,4,4,less_conv,inconv,slightly_prob,1
2569,usual,improper,4,4,less_conv,inconv,slightly_prob,2
2570,usual,improper,4,4,less_conv,inconv,slightly_prob,3
2571,usual,improper,4,4,less_conv,inconv,problematic,1
2572,usual,improper,4,4,less_conv,inconv,problematic,2
2573,usual,improper,4,4,less_conv,inconv,problematic,3
2574,usual,improper,4,4,critical,convenient,nonprob,1
2575,usual,improper,4,4,critical,convenient,nonprob,2
2576,usual,improper,4,4,critical,convenient,nonprob,3
2577,usual,improper,4,4,critical,convenient,slightly_prob,1
2578,usual,improper,4,4,critical,convenient,slightly_prob,2
2579,usual,improper,4,4,critical,convenient,slightly_prob,3
2580,usual,improper,4,4,critical,convenient,problematic,1
2581,usual,improper,4,4,critical,convenient,problematic,2
2582,usual,improper,4,4,critical,convenient,problematic,3
2583,usual,improper,4,4,critical,inconv,nonprob,1
2584,usual,improper,4,4,critical,inconv,nonprob,2
2585,usual,improper,4,4,critical,inconv,nonprob,3
2586,usual,improper,4,4,critical,inconv,slightly_prob,1
2587,usual,improper,4,4,critical,inconv,slightly_prob,2
2588,usual,improper,4,4,critical,inconv,slightly_prob,3
2589,usual,improper,4,4,critical,inconv,problematic,1
2590,usual,improper,4,4,critical,inconv,problematic,2
2591,usual,improper,4,4,critical,inconv,problematic,3
2592,usual,critical,1,1,convenient,convenient,nonprob,1
2593,usual,critical,1,1,convenient,convenient,nonprob,2
2594,usual,critical,1,1,convenient,convenient,nonprob,3
2595,usual,critical,1,1,convenient,convenient,slightly_prob,1
2596,usual,critical,1,1,convenient,convenient,slightly_prob,2
2597,usual,critical,1,1,convenient,convenient,slightly_prob,3
2598,usual,critical,1,1,convenient,convenient,problematic,1
2599,usual,critical,1,1,convenient,convenient,problematic,2
2600,usual,critical,1,1,convenient,convenient,problematic,3
2601,usual,critical,1,1,convenient,inconv,nonprob,1
2602,usual,critical,1,1,convenient,inconv,nonprob,2
2603,usual,critical,1,1,convenient,inconv,nonprob,3
2604,usual,critical,1,1,convenient,inconv,slightly_prob,1
2605,usual,critical,1,1,convenient,inconv,slightly_prob,2
2606,usual,critical,1,1,convenient,inconv,slightly_prob,3
2607,usual,critical,1,1,convenient,inconv,problematic,1
2608,usual,critical,1,1,convenient,inconv,problematic,2
2609,usual,critical,1,1,convenient,inconv,problematic,3
2610,usual,critical,1,1,less_conv,convenient,nonprob,1
2611,usual,critical,1,1,less_conv,convenient,nonprob,2
2612,usual,critical,1,1,less_conv,convenient,nonprob,3
2613,usual,critical,1,1,less_conv,convenient,slightly_prob,1
2614,usual,critical,1,1,less_conv,convenient,slightly_prob,2
2615,usual,critical,1,1,less_conv,convenient,slightly_prob,3
2616,usual,critical,1,1,less_conv,convenient,problematic,1
2617,usual,critical,1,1,less_conv,convenient,problematic,2
2618,usual,critical,1,1,less_conv,convenient,problematic,3
2619,usual,critical,1,1,less_conv,inconv,nonprob,1
2620,usual,critical,1,1,less_conv,inconv,nonprob,2
2621,usual,critical,1,1,less_conv,inconv,nonprob,3
2622,usual,critical,1,1,less_conv,inconv,slightly_prob,1
2623,usual,critical,1,1,less_conv,inconv,slightly_prob,2
2624,usual,critical,1,1,less_conv,inconv,slightly_prob,3
2625,usual,critical,1,1,less_conv,inconv,problematic,1
2626,usual,critical,1,1,less_conv,inconv,problematic,2
2627,usual,critical,1,1,less_conv,inconv,problematic,3
2628,usual,critical,1,1,critical,convenient,nonprob,1
2629,usual,critical,1,1,critical,convenient,nonprob,2
2630,usual,critical,1,1,critical,convenient,nonprob,3
2631,usual,critical,1,1,critical,convenient,slightly_prob,1
2632,usual,critical,1,1,critical,convenient,slightly_prob,2
2633,usual,critical,1,1,critical,convenient,slightly_prob,3
2634,usual,critical,1,1,critical,convenient,problematic,1
2635,usual,critical,1,1,critical,convenient,problematic,2
2636,usual,critical,1,1,critical,convenient,problematic,3
2637,usual,critical,1,1,critical,inconv,nonprob,1
2638,usual,critical,1,1,critical,inconv,nonprob,2
2639,usual,critical,1,1,critical,inconv,nonprob,3
2640,usual,critical,1,1,critical,inconv,slightly_prob,1
2641,usual,critical,1,1,critical,inconv,slightly_prob,2
2642,usual,critical,1,1,critical,inconv,slightly_prob,3
2643,usual,critical,1,1,critical,inconv,problematic,1
2644,usual,critical,1,1,critical,inconv,problematic,2
2645,usual,critical,1,1,critical,inconv,problematic,3
2646,usual,critical,1,2,convenient,convenient,nonprob,1
2647,usual,critical,1,2,convenient,convenient,nonprob,2
2648,usual,critical,1,2,convenient,convenient,nonprob,3
2649,usual,critical,1,2,convenient,convenient,slightly_prob,1
2650,usual,critical,1,2,convenient,convenient,slightly_prob,2
2651,usual,critical,1,2,convenient,convenient,slightly_prob,3
2652,usual,critical,1,2,convenient,convenient,problematic,1
2653,usual,critical,1,2,convenient,convenient,problematic,2
2654,usual,critical,1,2,convenient,convenient,problematic,3
2655,usual,critical,1,2,convenient,inconv,nonprob,1
2656,usual,critical,1,2,convenient,inconv,nonprob,2
2657,usual,critical,1,2,convenient,inconv,nonprob,3
2658,usual,critical,1,2,convenient,inconv,slightly_prob,1
2659,usual,critical,1,2,convenient,inconv,slightly_prob,2
2660,usual,critical,1,2,convenient,inconv,slightly_prob,3
2661,usual,critical,1,2,convenient,inconv,problematic,1
2662,usual,critical,1,2,convenient,inconv,problematic,2
2663,usual,critical,1,2,convenient,inconv,problematic,3
2664,usual,critical,1,2,less_conv,convenient,nonprob,1
2665,usual,critical,1,2,less_conv,convenient,nonprob,2
2666,usual,critical,1,2,less_conv,convenient,nonprob,3
2667,usual,critical,1,2,less_conv,convenient,slightly_prob,1
2668,usual,critical,1,2,less_conv,convenient,slightly_prob,2
2669,usual,critical,1,2,less_conv,convenient,slightly_prob,3
2670,usual,critical,1,2,less_conv,convenient,problematic,1
2671,usual,critical,1,2,less_conv,convenient,problematic,2
2672,usual,critical,1,2,less_conv,convenient,problematic,3
2673,usual,critical,1,2,less_conv,inconv,nonprob,1
2674,usual,critical,1,2,less_conv,inconv,nonprob,2
2675,usual,critical,1,2,less_conv,inconv,nonprob,3
2676,usual,critical,1,2,less_conv,inconv,slightly_prob,1
2677,usual,critical,1,2,less_conv,inconv,slightly_prob,2
2678,usual,critical,1,2,less_conv,inconv,slightly_prob,3
2679,usual,critical,1,2,less_conv,inconv,problematic,1
2680,usual,critical,1,2,less_conv,inconv,problematic,2
2681,usual,critical,1,2,less_conv,inconv,problematic,3
2682,usual,critical,1,2,critical,convenient,nonprob,1
2683,usual,critical,1,2,critical,convenient,nonprob,2
2684,usual,critical,1,2,critical,convenient,nonprob,3
2685,usual,critical,1,2,critical,convenient,slightly_prob,1
2686,usual,critical,1,2,critical,convenient,slightly_prob,2
2687,usual,critical,1,2,critical,convenient,slightly_prob,3
2688,usual,critical,1,2,critical,convenient,problematic,1
2689,usual,critical,1,2,critical,convenient,problematic,2
2690,usual,critical,1,2,critical,convenient,problematic,3
2691,usual,critical,1,2,critical,inconv,nonprob,1
2692,usual,critical,1,2,critical,inconv,nonprob,2
2693,usual,critical,1,2,critical,inconv,nonprob,3
2694,usual,critical,1,2,critical,inconv,slightly_prob,1
2695,usual,critical,1,2,critical,inconv,slightly_prob,2
2696,usual,critical,1,2,critical,inconv,slightly_prob,3
2697,usual,critical,1,2,critical,inconv,problematic,1
2698,usual,critical,1,2,critical,inconv,problematic,2
2699,usual,critical,1,2,critical,inconv,problematic,3
2700,usual,critical,1,3,convenient,convenient,nonprob,1
2701,usual,critical,1,3,convenient,convenient,nonprob,2
2702,usual,critical,1,3,convenient,convenient,nonprob,3
2703,usual,critical,1,3,convenient,convenient,slightly_prob,1
2704,usual,critical,1,3,convenient,convenient,slightly_prob,2
2705,usual,critical,1,3,convenient,convenient,slightly_prob,3
2706,usual,critical,1,3,convenient,convenient,problematic,1
2707,usual,critical,1,3,convenient,convenient,problematic,2
2708,usual,critical,1,3,convenient,convenient,problematic,3
2709,usual,critical,1,3,convenient,inconv,nonprob,1
2710,usual,critical,1,3,convenient,inconv,nonprob,2
2711,usual,critical,1,3,convenient,inconv,nonprob,3
2712,usual,critical,1,3,convenient,inconv,slightly_prob,1
2713,usual,critical,1,3,convenient,inconv,slightly_prob,2
2714,usual,critical,1,3,convenient,inconv,slightly_prob,3
2715,usual,critical,1,3,convenient,inconv,problematic,1
2716,usual,critical,1,3,convenient,inconv,problematic,2
2717,usual,critical,1,3,convenient,inconv,problematic,3
2718,usual,critical,1,3,less_conv,convenient,nonprob,1
2719,usual,critical,1,3,less_conv,convenient,nonprob,2
2720,usual,critical,1,3,less_conv,convenient,nonprob,3
2721,usual,critical,1,3,less_conv,convenient,slightly_prob,1
2722,usual,critical,1,3,less_conv,convenient,slightly_prob,2
2723,usual,critical,1,3,less_conv,convenient,slightly_prob,3
2724,usual,critical,1,3,less_conv,convenient,problematic,1
2725,usual,critical,1,3,less_conv,convenient,problematic,2
2726,usual,critical,1,3,less_conv,convenient,problematic,3
2727,usual,critical,1,3,less_conv,inconv,nonprob,1
2728,usual,critical,1,3,less_conv,inconv,nonprob,2
2729,usual,critical,1,3,less_conv,inconv,nonprob,3
2730,usual,critical,1,3,less_conv,inconv,slightly_prob,1
